title,author,venue,year,class
An Extendible Hash for Multi-Precision Similarity Querying of Image Databases,"Shu Lin, M. Tamer &#214;zsu, Vincent Oria, Raymond T. Ng",Very Large Data Bases,2001,ID1359
Collaborative Analytical Processing - Dream or Reality? (Panel abstract),"William O'Connell, Andrew Witkowski, Goetz Graefe",Very Large Data Bases,2001,ID1378
A Data Warehousing Architecture for Enabling Service Provisioning Process,Yannis Kotidis,Very Large Data Bases,2001,ID1369
Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",Very Large Data Bases,2001,ID1384
Self-similarity in the Web,"Stephen Dill, Ravi Kumar, Kevin S. McCurley, Sridhar Rajagopalan, D. Sivakumar, Andrew Tomkins",Very Large Data Bases,2001,ID1402
Supervised Wrapper Generation with Lixto,"Robert Baumgartner, Sergio Flesca, Georg Gottlob",Very Large Data Bases,2001,ID1444
Dynamic Pipeline Scheduling for Improving Interactive Query Performance,"Tolga Urhan, Michael J. Franklin",Very Large Data Bases,2001,ID1371
Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,"Atsuyuki Morishima, Seiichi Koizumi, Hiroyuki Kitagawa, Satoshi Takano",Very Large Data Bases,2001,ID1439
The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,"Jos&#233; Luis Ambite, Craig A. Knoblock, Mohammad R. Kolahdouzan, Maria Muslea, Cyrus Shahabi, Snehal Thakkar",Very Large Data Bases,2001,ID1445
Views in a Large Scale XML Repository,"Sophie Cluet, Pierangelo Veltri, Dan Vodislav",Very Large Data Bases,2001,ID1412
Automated resolution of semantic heterogeneity in multidatabases,"M. W. Bright, A. R. Hurson, S. Pakzad",ACM Transactions on Database Systems (TODS) ,1994,ID1328
Comparing Hybrid Peer-to-Peer Systems,"Beverly Yang, Hector Garcia-Molina",Very Large Data Bases,2001,ID1374
Using semantic values to facilitate interoperability among heterogeneous information systems,"Edward Sciore, Michael Siegel, Arnon Rosenthal",ACM Transactions on Database Systems (TODS) ,1994,ID1331
"Improving Business Process Quality through Exception Understanding, Prediction, and Prevention","Daniela Grigori, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",Very Large Data Bases,2001,ID1407
On completeness of historical relational query languages,"James Clifford, Albert Croker, Alexander Tuzhilin",ACM Transactions on Database Systems (TODS) ,1994,ID1334
Generic Schema Matching with Cupid,"Jayant Madhavan, Philip A. Bernstein, Erhard Rahm",Very Large Data Bases,2001,ID1349
Tools and transformations-rigorous and otherwise-for practical database design,"Arnon Rosenthal, David Reiner",ACM Transactions on Database Systems (TODS) ,1994,ID1327
An Evaluation of Generic Bulk Loading Techniques,"Jochen Van den Bercken, Bernhard Seeger",Very Large Data Bases,2001,ID1368
In memory of Bob Kooi (1951-1993),Michael Stonebraker,ACM SIGMOD Record ,1994,ID1203
Fast Evaluation Techniques for Complex Similarity Queries,"Klemens B&#246;hm, Michael Mlivoncic, Hans-J&#246;rg Schek, Roger Weber",Very Large Data Bases,2001,ID1358
Observations on the ODMG-93 proposal for an object-oriented database language,Won Kim,ACM SIGMOD Record ,1994,ID2211
Visual Web Information Extraction with Lixto,"Robert Baumgartner, Sergio Flesca, Georg Gottlob",Very Large Data Bases,2001,ID1405
Amalgamating knowledge bases,V. S. Subrahmanian,ACM Transactions on Database Systems (TODS) ,1994,ID1329
WebFilter: A High-throughput XML-based Publish and Subscribe System,"Jo&#227;o Pereira, Fran&#231;oise Fabret, Hans-Arno Jacobsen, Fran&#231;ois Llirbat, Dennis Shasha",Very Large Data Bases,2001,ID1448
Index structures for selective dissemination of information under the Boolean model,"Tak W. Yan, H&#233;ctor Garc&#237;a-Molina",ACM Transactions on Database Systems (TODS) ,1994,ID1330
Ontology-based Support for Digital Government,"Athman Bouguettaya, Ahmed K. Elmagarmid, Brahim Medjahed, M. Ouzzani",Very Large Data Bases,2001,ID1431
A Fast Index for Semistructured Data,"Brian Cooper, Neal Sample, Michael J. Franklin, Gisli R. Hjaltason, Moshe Shadmon",Very Large Data Bases,2001,ID1364
The Propel Distributed Services Platform,"Michael J. Carey, Steve Kirsch, Mary Roth, Bert Van der Linden, Nicolas Adiba, Michael Blow, Daniela Florescu, David Li, Ivan Oprencak, Rajendra Panwar, Runping Qi, David Rieber, John C. Shafer, Brian Sterling, Tolga Urhan, Brian Vickery, Dan Wineman, Kuan Yee",Very Large Data Bases,2001,ID1436
Approximate String Joins in a Database (Almost) for Free,"Luis Gravano, Panagiotis G. Ipeirotis, H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Divesh Srivastava",Very Large Data Bases,2001,ID1370
Change-Centric Management of Versions in an XML Warehouse,"Am&#233;lie Marian, Serge Abiteboul, Gregory Cobena, Laurent Mignet",Very Large Data Bases,2001,ID1376
A taxonomy for secure object-oriented databases,"Martin S. Olivier, Sebastiaan H. von Solms",ACM Transactions on Database Systems (TODS) ,1994,ID1332
VXMLR: A Visual XML-Relational Database System,"Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenyun Ji, Zengping Tian",Very Large Data Bases,2001,ID1446
A modified random perturbation method for database security,"Patrick Tendick, Norman Matloff",ACM Transactions on Database Systems (TODS) ,1994,ID1333
Querying XML Views of Relational Data,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",Very Large Data Bases,2001,ID1411
Hyperqueries: Dynamic Distributed Query Processing on the Internet,"Alfons Kemper, Christian Wiesner",Very Large Data Bases,2001,ID1426
Altruistic locking,"Kenneth Salem, H&#233;ctor Garc&#237;a-Molina, Jeannie Shands",ACM Transactions on Database Systems (TODS) ,1994,ID1335
WARLOCK: A Data Allocation Tool for Parallel Warehouses,"Thomas St&#246;hr, Erhard Rahm",Very Large Data Bases,2001,ID1447
Discovery of Influence Sets in Frequently Updated Databases,"Ioana Stanoi, Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",Very Large Data Bases,2001,ID1352
Operating System Extensions for the Teradata Parallel VLDB,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,2001,ID1438
Query Engines for Web-Accessible XML Data,"Leonidas Fegaras, Ramez Elmasri",Very Large Data Bases,2001,ID1410
Warehousing Workflow Data: Challenges and Opportunities,"Angela Bonifati, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",Very Large Data Bases,2001,ID1433
"Business Process Coordination: State of the Art, Trends, and Open Issues","Umeshwar Dayal, Meichun Hsu, Rivka Ladin",Very Large Data Bases,2001,ID1347
Analyzing Quantitative Databases: Image is Everything,"Amihood Amir, Reuven Kashi, Nathan S. Netanyahu",Very Large Data Bases,2001,ID1351
Tavant System Architecture for Sell-side Channel Management,"Srinivasa Narayanan, Subbu N. Subramanian",Very Large Data Bases,2001,ID1437
Efficient Progressive Skyline Computation,"Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi",Very Large Data Bases,2001,ID1362
A Formal Perspective on the View Selection Problem,"Rada Chirkova, Alon Y. Halevy, Dan Suciu",Very Large Data Bases,2001,ID1350
Online Scaling in a Highly Available Database,"Svein Erik Bratsberg, Rune Humborstad",Very Large Data Bases,2001,ID1423
Dynamic Update Cube for Range-sum Queries,"Seok-Ju Chun, Chin-Wan Chung, Ju-Hong Lee, Seok-Lyong Lee",Very Large Data Bases,2001,ID1372
Functional Properties of Information Filtering,"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",Very Large Data Bases,2001,ID1392
LEO - DB2's LEarning Optimizer,"Michael Stillger, Guy M. Lohman, Volker Markl, Mokhtar Kandil",Very Large Data Bases,2001,ID1399
Storage Service Providers: a Solution for Storage Management? (Panel),"Banu &#214;zden, Eran Gabber, Bruce Hillyer, Wee Teck Ng, Elizabeth A. M. Shriver, David J. DeWitt, Bruce Gordon, Jim Gray, John Wilkes",Very Large Data Bases,2001,ID1428
Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,Phillip B. Gibbons,Very Large Data Bases,2001,ID1373
Are Web Services the Next Revolution in e-Commerce? (Panel),"Shalom Tsur, Serge Abiteboul, Rakesh Agrawal, Umeshwar Dayal, Johannes Klein, Gerhard Weikum",Very Large Data Bases,2001,ID1379
SMOOTH - A Distributed Multimedia Database System,"Harald Kosch, L&#225;szl&#243; B&#246;sz&#246;rm&#233;nyi, Alexander Bachlechner, Christian Hanin, Christian Hofbauer, Margit Lang, Carmen Riedler, Roland Tusch",Very Large Data Bases,2001,ID1443
Navigating large-scale semi-structured data in business portals,"Man Abrol, Neil Latarche, Uma Mahadevan, Jianchang Mao, Rajat Mukherjee, Prabhakar Raghavan, Michel Tourn, John Wang, Grace Zhang",Very Large Data Bases,2001,ID1434
Approximate Query Processing: Taming the TeraBytes,"Minos N. Garofalakis, Phillip B. Gibbon",Very Large Data Bases,2001,ID1344
User-Optimizer Communication using Abstract Plans in Sybase ASE,"Mihnea Andrei, Patrick Valduriez",Very Large Data Bases,2001,ID1400
C2P: Clustering based on Closest Pairs,"Alexandros Nanopoulos, Yannis Theodoridis, Yannis Manolopoulos",Very Large Data Bases,2001,ID1363
Caching Technologies for Web Applications,C. Mohan,Very Large Data Bases,2001,ID1345
Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,"Seema Sundara, Ying Hu, Timothy Chorma, Nipun Agarwal, Jagannathan Srinivasan",Very Large Data Bases,2001,ID1391
Update Propagation Strategies for Improving the Quality of Data on the Web,"Alexandros Labrinidis, Nick Roussopoulos",Very Large Data Bases,2001,ID1418
MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,"Yufei Tao, Dimitris Papadias",Very Large Data Bases,2001,ID1421
A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration,"Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman",Very Large Data Bases,2001,ID1435
Supporting Incremental Join Queries on Ranked Inputs,"Apostol Natsev, Yuan-Chi Chang, John R. Smith, Chung-Sheng Li, Jeffrey Scott Vitter",Very Large Data Bases,2001,ID1413
Intelligent Rollups in Multidimensional OLAP Data,"Gayatri Sathe, Sunita Sarawagi",Very Large Data Bases,2001,ID1425
Weaving Relations for Cache Performance,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, Marios Skounakis",Very Large Data Bases,2001,ID1408
Answering XML Queries on Heterogeneous Data Sources,"Ioana Manolescu, Daniela Florescu, Donald Kossmann",Very Large Data Bases,2001,ID1360
Architectures for Internal Web Services Deployment,Oded Shmueli,Very Large Data Bases,2001,ID1382
CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,"Guy Pardon, Gustavo Alonso",Very Large Data Bases,2000,ID1459
Concurrency in the Data Warehouse,Richard Taylor,Very Large Data Bases,2000,ID1484
Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes,"C. Mohan, Ron Barber, S. Watts, A. Somani, Markos Zaharioudakis",Very Large Data Bases,2000,ID1478
"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)","Meridith A. Lane, James L. Edwards, Ebbe Nielsen",Very Large Data Bases,2000,ID1542
"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication","Bettina Kemme, Gustavo Alonso",Very Large Data Bases,2000,ID1457
Focused Crawling Using Context Graphs,"Michelangelo Diligenti, Frans Coetzee, Steve Lawrence, C. Lee Giles, Marco Gori",Very Large Data Bases,2000,ID1517
An Ultra Highly Available DBMS,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen",Very Large Data Bases,2000,ID1476
Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra",Very Large Data Bases,2000,ID1491
Hierarchical Compact Cube for Range-Max Queries,"Sin Yeung Lee, Tok Wang Ling, Hua-Gang Li",Very Large Data Bases,2000,ID1460
Panel: Is Generic Metadata Management Feasible?,"Philip A. Bernstein, Laura M. Haas, Matthias Jarke, Erhard Rahm, Gio Wiederhold",Very Large Data Bases,2000,ID1531
Linking Business to Deliver Value: A Data Management Challenge,Anand Deshpande,Very Large Data Bases,2000,ID1536
Building Scalable Internet Applications with Oracle8i Server,"Julie Basu, Jos&#233; Alberto Fern&#225;ndez, Olga Peschansky",Very Large Data Bases,2000,ID1474
Model-Based Information Integration in a Neuroscience Mediator System,"Bertram Lud&#228;scher, Amarnath Gupta, Maryann E. Martone",Very Large Data Bases,2000,ID1527
The 3W Model and Algebra for Unified Data Mining,"Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng",Very Large Data Bases,2000,ID1488
XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",Very Large Data Bases,2000,ID1529
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",Hans-J&#246;rg Schek,Very Large Data Bases,2000,ID1532
Optimizing Multi-Feature Queries for Image Databases,"Ulrich G&#252;ntzer, Wolf-Tilo Balke, Werner Kie&#223;ling",Very Large Data Bases,2000,ID1510
Practical Applications of Triggers and Constraints: Success and Lingering Issues (10-Year Award),"Stefano Ceri, Roberta Cochrane, Jennifer Widom",Very Large Data Bases,2000,ID1499
Approximating Aggregate Queries about Web Pages via Random Walks,"Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",Very Large Data Bases,2000,ID1467
Optimizing Queries on Compressed Bitmaps,"Sihem Amer-Yahia, Theodore Johnson",Very Large Data Bases,2000,ID1504
Work and Information Practices in the Sciences of Biodiversity,Geoffrey C. Bowker,Very Large Data Bases,2000,ID1539
Integrating the UB-Tree into a Database System Kernel,"Frank Ramsak, Volker Markl, Robert Fenk, Martin Zirkel, Klaus Elhardt, Rudolf Bayer",Very Large Data Bases,2000,ID1500
